TIX Troms?,3,NO,Troms?,www.nix.no,69.476149,14.7630021
MRPL-IX,3,UA,Mariupol,ix.meshroom.net,47.1227432,37.4418773
SJIX,3,CA,Saint John,aixp.ca,45.1104341,-66.3220379
PIT entel,3,CL,Santiago,www.pitentel.cl,-33.4718999,-70.910025
IXP.mk,3,MK,Skopje,ixp.mk,41.9991965,21.3548498
Charlotte-IX,3,US,Charlotte,www.charlotte-ix.net,35.2033919,-81.1200255
IXP-GUINEE,3,GN,Conakry,www.ixp-guinee.org.gn,9.6345355,-13.7194201
VNIX-HN,3,VN,Hanoi,www.vnix.vn,21.0228161,105.801944
Equinix Denver,3,US,Denver,www.equinix.com,39.7645187,-104.9951978
Baltimore IX,3,US,Baltimore,baltimoreix.net,39.2848882,-76.7605832
North Carolina IX - Charlotte (NC-IX),3,US,Charlotte,www.nc-ix.org,35.2033919,-81.1200255
LSY.CN Changhua,3,TW,Changhua,ix.lsy.cn,24.0759429,120.5278139
Equinix Seoul,3,KR,Seoul,ix.equinix.com,37.5640455,126.8339996
MYNAP,3,MY,Cyberjaya,www.mynap.my,2.9300616,101.6137328
CAS-IX,3,MA,Casablanca,www.casix.ma,33.5724108,-7.6570332
STHIX - Ume?,3,SE,Ume?,www.sthix.net,35.6941641,139.6988682
MekongIX,3,KH,Phnom Penh,www.mekongix.net,11.5796669,104.7500978
QIX Qatar,3,QA,Doha,www.qix.qa,25.2842534,51.3719086
FSIX Shanghai,3,CN,Shanghai,fsix.tutu.green,31.2243084,120.9162604
BBIX Dallas,3,US,Dallas,www.bbix.net,32.8209296,-97.0117503
BBIX Chicago,3,US,Chicago,www.bbix.net,41.8339042,-88.0121566
BBIX London,3,GB,London,www.bbix.net,51.5287352,-0.3817846
BBIX Marseille,3,FR,Marseille,www.bbix.net,43.280555,5.2404106
SXMIX,3,MF,SAINT-MARTIN,www.sxmix.fr,18.0910947,-63.1321912
SkyIX HK,3,HK,Hong Kong,skyix.net,22.3531176,113.8474978
ICX Delhi,3,IN,Delhi,www.icxglobal.net,28.6472799,76.8130637
Equinix Muscat,3,OM,Muscat,www.equinix.com,23.5830766,58.284428
BIX Surabaya,3,ID,Surabaya,www.biznetnetworks.com,-2.2915022,99.5410243
BIX Denpasar 1,3,ID,Denpasar,www.biznetnetworks.com,-8.6725072,115.1542322
BIX Denpasar 2,3,ID,Denpasar,www.biznetnetworks.com,-8.6725072,115.1542322
OceanIX,3,DE,D¨¹sseldorf,www.optixtransit.eu,51.2385861,6.6742657
IXSY,3,MX,M¨¦rida,ixsy.org.mx,20.9803289,-89.7730067
JinIX,3,ID,Jakarta,jinom.net,-6.2293867,106.6894291
TESPOK-KIXP-MBA,2,KE,Mombasa,www.tespok.co.ke,-4.0368736,39.5252945
NASA-AIX,2,US,Mountain View,www.nasa.gov,37.4134508,-122.1513076
DPE,2,NZ,Dunedin,www.nzix.net,-45.8825839,170.3253552
HIX-NZ,2,NZ,Hamilton,www.nzix.net,-37.7776646,175.1783497
PIX Montreal,2,CA,Montreal,www.peer1.com,45.5581804,-74.0104927
SIXP Gambia,2,GM,Serekunda,www.sixp.gm,13.4492581,-16.7203896
PIPE Networks Hobart,2,AU,Hobart,www.pipenetworks.com,-42.8823241,147.3198016
VNIX-HCM,2,VN,Ho Chi Minh City,www.vnix.vn,10.7553411,106.4150227
CABASE-TUC,2,AR,Tucuman,www.cabase.org.ar,-26.8326885,-65.2926344
NWIX Helena,2,US,Helena,www.nwix.org,46.5934116,-112.0507135
MSK-IX Stavropol,2,RU,Stavropol,www.msk-ix.ru,45.0449464,41.8627675
Montenegro Internet eXchange Point,2,ME,Podgorica,www.mixp.me,42.4321061,19.1858384
Doha-IX,2,QA,Doha,,25.2842534,51.3719086
APLIX,2,PL,Gdynia,www.aplix.pl,54.5039433,18.3233951
PCIX,2,IT,Piacenza,www.pcix.it,45.0422754,9.6631292
Equinix Mexico,2,MX,Mexico City,www.equinix.lat,19.3911668,-99.4238158
Remki Internet Exchange (RIX),2,IN,Guntur,internet-exchange.remki.net,16.3237238,80.3644775
Houston-IX,2,US,Houston,www.housoin-ix.net,29.8174782,-95.6814907
CABASE-TDL - IX Argentina (Tandil),2,AR,Tandil,www.cabase.org.ar,-37.3194494,-59.1777216
CABASE-OGB - IX Argentina (Moreno),2,AR,Moreno,www.cabase.org.ar,-34.6364211,-58.863961
VNIX-DN,2,VN,Da Nang,www.vnix.vn,16.0472484,108.1716863
SIXP Sudan,2,SD,Khartoum,www.sixp.sd,15.5018319,32.4325077
SoIXP,2,SO,Mogadishu,soixp.so,2.0593708,45.2366237
NCL-IX,2,GB,Newcastle,www.ncl-ix.uk,-32.9272069,151.7740041
YJSNPIX,2,CN,Guangzhou,yjsnpix.com,23.1258709,112.6673368
RO-IX,2,RO,Bucharest,www.ix.ro,44.4379853,25.9545519
IXP BEA,2,CA,Beauharnois,www.ixp.cat,45.2987824,-73.9638972
CyrusOne IX Phoenix,2,US,Phoenix,www.cyrusone.com,33.6056711,-112.4052484
OuestIX,2,FR,Nantes,www.ouestix.fr,47.2383172,-1.6300963
BTCL IX,2,BD,Dhaka,www.btclix.gov.bd,23.7808875,90.2792376
FEZIX,2,MA,Fez,www.fezix.net,34.0240853,-5.0717811
PIONIER-IX,2,PL,Bia?ystok,docs.psnc.pl,53.1277077,23.0860259
BBIX Amsterdam,2,NL,Amsterdam,www.bbix.net,52.3547925,4.7638761
DE-CIX Kuala Lumpur,2,MY,Kuala Lumpur,www.de-cix.net,3.1388394,101.5469004
FD-IX - Iowa,2,US,Altoona,fd-ix.com,40.5105288,-78.468826
Fiji-IXP,2,FJ,Suva,www.taf.org.fj,-18.1235343,178.4279687
BIX Malang,2,ID,Malang,www.biznetnetworks.com,-7.9784695,112.5617419
NCJX-Neutral Connect J-Xchange,2,ID,Jakarta,jlm.net.id,-6.2293867,106.6894291
STAR,2,DE,Stuttgart,rocix.net,48.7793504,9.0371303
BrestIX,2,FR,Brest,brestix.bzh,48.4085008,-4.5696408
M¨²li IXP,2,IS,Reykjavik,ixp.c.is,64.1335484,-21.9224818
PaducahIX,2,US,Paducah,paducahix.net,37.0711393,-88.7168096
PNG Neutral IX Lae,2,PG,Lae,www.pgix.org.pg,-6.7137073,146.9604628
Willamette Internet Exchange,2,US,Eugene,thewix.net,44.0607674,-123.1925909
SP-iXP Mumbai,2,IN,Mumbai,sp-ixp.com,19.0825223,72.7410976
HamroIX Italy,2,IT,Rome,ix.hamro.net,41.9102415,12.3959119
MLIX,2,ML,Bamako,www.mlix.ml,12.6128897,-8.1356019
JumboIX Cyprus,2,CY,Limassol,www.iptp.net,34.691862,32.9580691
DE-CIX Singapore,1,SG,Singapore,www.de-cix.net,1.3143394,103.704161
BHNIX,1,BA,Sarajevo,bhnix.ba,43.8938256,18.3129511
JetPeer IX,1,IN,Mumbai,www.jetpeer.in,19.0825223,72.7410976
Asia Smart IX,1,JP,Tokyo,www.bbix.net,35.6684415,139.6007808
Manila IX,1,PH,Manila,www.etpi.com,14.5965788,120.9445401
KLIX,1,BD,Dhaka,kloudnix.com,23.7808875,90.2792376
PIT Osorno,1,CL,Osorno,www.pitchile.cl,-40.5736381,-73.1691503
UNIFI-IX,1,GB,London,
6NGIX,1,KR,Seoul,,37.5640455,126.8339996
SerinIX IX,1,UA,Kiev,www.serinix.com,50.4021368,30.2525038
GrenoblIX,1,FR,Grenoble,grenoblix.net,45.1842207,5.6805229
BAIKAL-IX,1,RU,Irkutsk,baikal-ix.ru,52.2984626,104.1270737
Cnean,1,CN,BeiJing,www.cnean.com,39.9390731,116.1172651
CABASE-VDM - IX Argentina (Viedma),1,AR,Viedma,www.cabase.org.ar,-40.8249538,-63.0351591
GOREX,1,GU,Tumon,gorex.uog.edu,13.4513253,144.5086139
EMF-IX,1,GB,Eastnor,emf-ix.benjojo.co.uk,52.0347366,-2.4154883
MISPA-IXP,1,MN,Ulaanbaatar,,47.8917951,106.7617863
Turk-IX,1,TR,Istanbul,www.turk-ix.com,41.0055005,28.7319863
CON-IX Brisbane,1,AU,Brisbane,www.connectedix.com,-27.3798035,152.4327088
LightIX HK,1,HK,Hong Kong,www.lightvm.net,22.3531176,113.8474978
Community-IX Vienna,1,AT,Vienna,www.community-ix.at,48.2208286,16.2399749
VIXP,1,LI,Balzers,www.vixp.org,47.0706529,9.4928435
MVIX,1,NL,Amsterdam,www.as208751.net,52.3547925,4.7638761
CON-IX Sydney,1,AU,Sydney,www.connectedix.com,-33.7744108,150.3719417
CON-IX Melbourne,1,AU,Melbourne,www.connectedix.com,-37.970154,144.4926753
HPT1-IX,1,US,honolulu,www.hawaiiteleport.com,21.3282956,-157.9391614
SudIX,1,FR,Montpellier,sudix.fr,43.6101249,3.8041211
BBIX Miami,1,US,Miami,www.bbix.net,25.7825453,-80.2994994
CABASE-RCU - IX Argentina (Rio Cuarto),1,AR,Rio Cuarto,www.cabase.org.ar
IXP INFOCOM,1,CR,San Jos¨¦,www.infocom.cr
BIX Semarang,1,ID,Semarang,www.biznetnetworks.com,-7.0026254,110.3856373
Waterloo Internet Exchange,1,CA,Waterloo,www.waterlooix.ca
MBT-IX,1,MM,Yangon,www.mbt.com.mm,16.8396098,95.9013688
RO-IX Frankfurt,1,DE,Frankfurt,roix.net
Ouest.Network,1,FR,Nantes,ouest.network,47.2383172,-1.6300963
Borneo-IX,1,BN,Bandar Seri Begawan,unn.com.bn,4.9063086,114.8680492
DE-CIX Barcelona,1,ES,Barcelona,www.de-cix.net,41.3948976,2.0787274
IXP.MX Quer¨¦taro,1,MX,Quer¨¦taro,ixp.mx,20.8414311,-100.9412684
ErIX,1,IT,Rome,erix.brailor.me,41.9102415,12.3959119
DE-CIX Malaysia,1,MY,Kuala Lumpur,www.de-cix.net,3.1388394,101.5469004
DE-CIX Johor Bahru,1,MY,Johor Bahru,www.jbix.my,1.5450255,103.6395861
