联通,移动,2018-11-09 16,4.54,0.0
联通,移动,2018-11-09 17,4.53,0.0
联通,移动,2018-11-09 18,4.52,0.0
联通,移动,2018-11-09 19,4.53,0.0
联通,移动,2018-11-09 20,5.04,1.25
联通,移动,2018-11-09 21,5.95,1.88
联通,移动,2018-11-09 22,6.04,1.56
联通,移动,2018-11-09 23,5.14,0.62
联通,移动,2018-11-10 00,4.62,10.56
联通,移动,2018-11-10 01,4.48,11.07
联通,移动,2018-11-10 02,4.5,0.0
联通,移动,2018-11-10 03,4.5,0.0
联通,移动,2018-11-10 04,4.5,0.0
联通,移动,2018-11-10 05,4.5,0.0
联通,移动,2018-11-10 06,4.5,0.0
联通,移动,2018-11-10 07,4.51,0.0
联通,移动,2018-11-10 08,4.5,0.0
联通,移动,2018-11-10 09,4.5,0.0
联通,移动,2018-11-10 10,4.51,0.0
联通,移动,2018-11-10 11,4.53,0.0
联通,移动,2018-11-10 12,4.5,0.0
联通,移动,2018-11-10 13,4.53,0.0
联通,移动,2018-11-10 14,4.55,0.0
联通,移动,2018-11-10 15,4.54,0.0
联通,移动,2018-11-10 16,4.55,0.0
联通,移动,2018-11-10 17,4.53,0.0
联通,移动,2018-11-10 18,4.54,0.0
联通,移动,2018-11-10 19,4.56,0.0
联通,移动,2018-11-10 20,4.91,0.62
联通,移动,2018-11-10 21,5.81,0.94
联通,移动,2018-11-10 22,5.95,0.94
联通,移动,2018-11-10 23,5.7,0.94
联通,移动,2018-11-11 00,4.81,0.31
联通,移动,2018-11-11 01,4.54,0.0
联通,移动,2018-11-11 02,4.5,0.0
联通,移动,2018-11-11 03,4.51,0.0
联通,移动,2018-11-11 04,4.5,0.0
联通,移动,2018-11-11 05,4.49,0.0
联通,移动,2018-11-11 06,4.51,0.0
联通,移动,2018-11-11 07,4.51,0.0
联通,移动,2018-11-11 08,4.51,0.0
联通,移动,2018-11-11 09,4.5,0.0
联通,移动,2018-11-11 10,4.51,0.0
联通,移动,2018-11-11 11,4.53,0.0
联通,移动,2018-11-11 12,4.54,0.0
联通,移动,2018-11-11 13,4.62,0.0
联通,移动,2018-11-11 14,4.58,0.0
联通,移动,2018-11-11 15,4.57,0.0
联通,移动,2018-11-11 16,4.54,0.0
联通,移动,2018-11-11 17,4.55,0.0
联通,移动,2018-11-11 18,4.58,0.0
联通,移动,2018-11-11 19,4.7,0.31
联通,移动,2018-11-11 20,5.21,0.62
联通,移动,2018-11-11 21,5.98,3.44
联通,移动,2018-11-11 22,6.06,3.44
联通,移动,2018-11-11 23,5.53,0.94
