15133,Verizon Digital Media Services (a.k.a. VDMS / EdgeCast Networks)
15169,Google Inc
15366,DNS:NET Internet Service GmbH
15412,Global Cloud Xchange
15447,CM.com Netherlands B.V.
15456,InterNetX GmbH
15547,netplus.ch SA
15557,Neuf Cegetel IP NETWORKS
15594,[netzquadrat] GmbH
15598,Plusnet GmbH
15600,Finecom Telecommunications AG
15605,Connesi s.p.a.
15606,Naukowa I Akademicka Siec Komputerowa jbr
15672,Telecom TZ Ltd.
15695,Expereo International
15702,Onstage Online GmbH
15704,Xtra Telecom S.A.U.
15743,net.DE AG
15763,DOKOM Gesellschaft fuer Telekommunikation
15802,Emirates Integrated Telecommunications Company PJSC (du)
15805,Epic Ltd.
15817,Mittwald CM Service GmbH & Co. KG
15830,Equinix
15895,Kyivstar JSC
15925,nexiu GmbH
15933,ith Kommunikationstechnik GmbH
15943,wilhelm.tel GmbH
15958,CETIN Ltd. Belgrade
15960,Global Access Internet Services GmbH
15965,CEGECOM S.A.
15966,Emango Internet Services BV
16024,GELSEN-NET Kommunikationsgesellschaft mbH
16097,HL komm Telekommunikations GmbH
16211,Stella Telecom
16265,LeaseWeb BV
16276,OVH
16316,TMT GmbH & Co. KG
16347,ADISTA SAS
16509,Amazon
16552,Tiggee LLC
16839,"SERVICENOW, INC."
17511,OPTAGE Inc. (former K-Opticom)
17557,Pakistan Telecommunication Company Limited (PTCL)
17639,Converge ICT Solution Inc
18001,Dialog Axiata PLC
18059,PT DWI TUNGGAL PUTRA
18106,ViewQwest Private Limited
18403,FPT Telecom JSC
18676,Avaya Deutschland GmbH
19186,GMCHosting LLC
19318,"InterServer, Inc"
19551,Imperva
19711,Eswatini Posts and Telecommunication Corporations
19969,"Joe's Datacenter, LLC"
20278,"Nexeon Technologies, Inc."
20459,Telecom Namibia LTD
20473,Choopa LLC (a.k.a. Vultr)
20485,JSC TransTeleCom Company
20546,Myra Security GmbH
20562,Broadband Hosting B.V. (formerly Open Peering B.V.)
20633,Johann Wolfgang Goethe Universitaet Frankfurt
20640,Titan Networks GmbH
20647,I/P/B/ Internet Provider in Berlin GmbH
20676,Plusnet GmbH
20686,Bisping & Bisping GmbH & Co. KG
20764,CJSC Rascom
20771,Caucasus Online Cable System
20773,Host Europe GmbH
20783,pop-interactive GmbH
20792,VISTEC Internet Service GmbH
20804,EXATEL S.A.
20810,Netcom-Kassel
20811,Brennercom Deutschland GmbH
20830,The Cloud Networks Germany GmbH
20847,Previder B.V.
20849,Continum AG
20853,Datahouse sp. z.o.o.
20886,bn:t Blatzheim Networks Telecom GmbH
20928,Noor Data Network SAE
20932,Service Industriels de Geneve
20940,"Akamai Technologies, Inc."
21013,eww ag ITandTEL
21030,CDNNOW LLC
21056,WELCOME ITALIA SPA
21161,Bechtle AG
21245,Medianova Internet Hizmetleri A.S.
21263,TeleData GmbH
21277,Newroz Telecom Ltd.
21320,DANTE Ltd / GEANT
21336,Inforent GmbH
21345,Symantec Corporation
21385,Trusted Network GmbH
21409,Ikoula
21413,envia TEL GmbH
21473,Pfalzkom GmbH
21476,all-connect Data Communications
21497,Vodafone Ukraine PrJSC
21574,Century Telecom Ltda
21859,Zenlayer
22300,"Fandom, Inc. (w.k.a. Wikia, Inc.)"
22356,Durand do Brazil
22381,Megatelecom Telecomunicacoes Ltda
22697,Roblox Corporation
22822,Limelight Networks
23201,TIGO- Telefonía Celular del Paraguay S.A.E. (Telecel S.A.E.)
23393,ISPrime LLC
23576,Naver
23764,China Telecom (Europe) Ltd.
23944,SKY Cable Corporation
24088,Hanoi Telecom Corporation
24218,TIME DotCom / Global Transit Communications
24232,NTT GLOBAL Networks
24429,Alibaba Cloud CDN
24482,SG.GS Pte Ltd
24582,CANCOM synaix GmbH
24611,DATACENTER Luxembourg S.A.
24637,WEBDISCOUNT GmbH & Co. KG
24679,Hostway Deutschland GmbH
24724,ATM S.A.
24940,Hetzner Online GmbH
24953,NETPLANET GmbH
24961,myLoc managed IT AG
24989,Equinix
25068,Konicaminolta
25081,Heidelberg IT Management GmbH & Co.KG
25091,IP-Max SA
25133,CastLake
25152,K-ROOT-SERVER
25160,Vorboss Limited
25178,Keycom PLC / Optify
25180,Exponential-e Ltd
25192,CZ.NIC z.s.p.o.
25220,equada GmbH
25279,Treml & Sturm Datentechnik GmbH
25291,SysEleven GmbH
25369,Hydra Communications Ltd
25394,MK Netzdienste GmbH & Co. KG
25415,ADDIX Internet Services GmbH
25516,]init[ AG
25521,"PJSC ""Industrial Media Network"""
25560,rh-tec Business GmbH
25595,Slashme BV
25818,CMC Networks
26667,Magnite
27281,Quantcast
27381,Index Exchange
28126,BRISANET SERVICOS DE TELECOMUNICACOES LTDA
28202,MASTER - Rede Brasileira de Comunicacao Ltda.
28210,vm openlink comunicacao multimidia ltda
28283,Adylnet Telecom
28329,G8
28330,IFTNET TELECOM
28338,NB Telecom
28598,Mob Telecom
28634,Life Tecnologia Ltda.
28663,Flys Interativa Ltda
28676,WITCOM GmbH
28716,Retelit S.p.A.
28725,CETIN a.s.
28748,AlphaCron Datensysteme
28760,Info Tech EDV-Systeme GmbH
28801,Hotel Reservation Service Robert Ragge GmbH
28876,süc//dacor GmbH
28889,LinzNet Internet Service Provider GmbH
28917,TRC FIORD
28979,dmTECH GmbH
29014,ScaleUp Technologies GmbH & Co. KG
29037,teliko GmbH
29049,Delta Telecom LTD
29075,IELO-LIAZO GROUP
29076,Filanco Europe Ltd.
29081,WVNET GmbH
29140,Hostserver GmbH
29169,Gandi SAS
29182,ISPsystem
29208,Dial Telecom A.S.
29226,Mastertel
29286,Skylogic S.p.A. Unipersonale
29314,Vectra S.A.
29404,Elbracht-Computer Netzwerk & Grafik Service GmbH
29413,Komro GmbH
29430,Audatex (Switzerland) LLC
29467,Luxnetwork S.A.
29535,Orange Polska
29545,iPlace Internet & Network Services GmbH
29624,iWelt GmbH + Co. KG
29632,NetAssist LLC
29670,Individual Network Berlin e.V.
29686,Probe Networks
29697,Commercial Network Services
29802,Hivelocity Ventures Corp
29838,Atlantic Metro Communications
29990,"AppNexus  Inc. (parent organization Xandr, Inc.)"
30081,"CacheNetworks, Inc."
30094,"Giganews, Inc."
30103,Zoom Video Communications
30766,GGEW net GmbH
30781,Jaguar Network SAS
30844,Liquid Telecom
30889,Waycom
31019,Meanie
31025,INTERNET AG Global Network GHOSTnet
31027,GlobalConnect NN A/S
31029,Mihaylov TV LTD
31042,Serbia Broadband
31059,Avelacom Ltd.
31103,Keyweb AG
31133,PJSC MegaFon Network
31216,BSO Network Solutions
31229,BEYOND PL (DE)
31242,TKP S.A. Slaskie Sieci Swiatlowodowe
31252,Starnet SRL
31261,GARS Telecom - Telecommunications Management LLC
31287,IPACCT Ltd.
31317,AnschlussWerk GmbH
31319,ESTRACOM SPA
31399,Daimler AG
31400,Accelerated IT Services & Consulting GmbH
31449,Belcenter
31500,GlobalNET JSC
31510,IKB Innsbrucker Kommunalbetriebe AG
31529,DENIC eG
31638,Lepida SpA
31898,ORACLE Deutschland B.V. & Co. KG
32261,Subspace Communication LLC
32425,Pixel Factory Data Center
32590,Valve Corporation
32787,Akamai Prolexic
32934,"Facebook, Inc."
33011,Box.com
33082,"Internet Systems Consortium, Inc."
33353,"Gaikai, Inc."
33438,"StackPath, LLC."
33843,ISP Service eG (formerly Interscholz Internet Services GmbH)
33848,Porsche AG
33891,AS33891 Netzbetrieb GmbH aka Core-Backbone
33922,UAB Nacionalinis telekomunikacijų tinklas
33932,"Minorisa de Sistemas Informáticos y de Gestión, S.L."
33986,Redder Telco
34019,Hivane
34086,T-Systems International GmbH
34177,Celeste
34224,Neterra Ltd.
34288,Kantonsschule Zug
34309,Link11 GmbH
34347,HALLAG Kommunal GmbH
34432,Profihost AG
34549,meerfarbig GmbH & Co. KG
34569,Networx Bulgaria
34624,Megaspace Internet Services GmbH
34641,Pascard Luc
34655,JWE SÀRL
34758,Interplanet S.r.l
34772,Neotel DOO
34788,Neue Medien Muennich GmbH
34854,Staclar Carrier Ltd.
34863,HEXANET
34867,Cosmonova LLC
34872,Cedric Rossius
34895,hostNET Medien GmbH
34927,iFog GmbH
34953,RelAix Networks GmbH
34966,Ralf Bender RB C+C
34984,Superonline Iletisim Hizmetleri A.S.
35180,BroadSoft Ltd.
35205,BNMG Brandenburgische Netz- und Media-Service GmbH
35213,Kompjuternie Merezhi
35258,akquinet outsourcing gGmbH
35280,ACORUS NETWORKS SAS
35297,Dataline LLC
35311,PR-TELECOM Zrt
35313,Infonas W.L.L.
35320,Eurotranstelecom LLC (a.k.a. VTEL GmbH)
35432,Cablenet Communication Systems Ltd.
35522,JSC Capital
35574,SED Multitel s.r.l.
35598,INETCOM LLC
35661,VIRTUA SYSTEMS SAS
35710,Weber eBusiness Services GmbH
35717,WEBEDIA SA (a.k.a. L'Odyssee Interactive Jeuxvideo.com)
35753,Integrated Telecom Company (ITC) / Salam.sa
35793,Acronis Germany GmbH
35805,JSC SILKNET
35819,Etihad Etisalat Company (Mobily) AS35819
36236,"Host Virtual, Inc ( NetActuate Inc.)"
36351,"SoftLayer Technologies, Inc. (an IBM Company)"
36459,GitHub BV
36692,"OpenDNS, Inc"
36994,Vodacom (Pty) Limited
37009,"Mobile Telecommunications, Ltd."
37100,SEACOM Limited
37271,Workonline Communications (Pty) Ltd.
37282,MainOne Service Company Fabac Centre
37468,Angola Cables
37558,LIBYAN INTERNATIONAL TELECOMMUNICATION COMPANY
37564,WIRULink (Pty) Ltd
37640,Cape Connect Internet (Pty) Ltd
37721,Virtual Technologies & Solutions SA
38016,Nokia IP/Optical Networks Labs
38040,TOT Public Company Limited
38193,Transworld Associates (Pvt) Ltd.
38195,Superloop Ltd
38644,INTERNET MULTIFEED CO.
38880,Micron21 Datacentre
38946,"LLC ""SMARTMEDIANETWORK"""
39018,Nodion GmbH
39063,Leitwert GmbH
39090,Brandl Services GmbH
39120,Convergenze S.P.A.
39122,Blacknight Internet Solutions Ltd.
39216,AlsardFiber Group
39257,Interactive Network Communications GmbH
39279,Information Technology and Cyber Security Service P.I.
39351,31173 Services AB
39386,Saudi Telecom Company
39499,HAWE Telekom Sp. z o.o.
39533,Asympto Networks Kft
39560,KT-NET Communications GmbH
39572,DataWeb Global Group B.V.
39642,"Stofa A/S (a.k.a. Norlys Tele, Sydenergi)"
39651,ComHem AB
39702,S-IT Informationstechnologie Betreiber GmbH & Co. KG
39737,Netvision Telecom
39835,GöTel GmbH
39878,Peter Rauter GmbH
39899,Natixis
39912,Oja.at GmbH
39915,Premiere Conferencing Ireland Ltd.
40627,RingCentral UK
41033,D2 CLOUD COMMUNICATIONS LTD
41095,IPTP Networks
41114,OrneTHD SPL
41268,LanTa ltd.
41275,Lovitel Ltd
41289,Deutscher Wetterdienst
41313,NOVATEL EOOD
41327,Fiber Telecom (Italia) S.p.A.
41412,MIVITEC GmbH
41552,mobile.international GmbH
41552,mobile.international GmbH
41690,DailyMotion
41692,OpenCarrier eG
41820,Novi Informatsiyni Systemy
41998,NetCom BW GmbH
42102,L&R NetCon GmbH & Co. KG
42184,tkrz Stadtwerke GmbH
42385,JSC MSK-IX
42390,The Cloud Networks Germany GmbH
42411,Taqnia Space Co.
42416,Comnet Internetional B.V.
42459,Fiber Optics Bulgaria Ltd
42587,Magna International Inc.
42605,Ratiodata AG
42624,Simple Carrier LLC
42649,Baffin Bay Networks
42652,Inexio Informationstechnologie und Telekommunikation GmbH
42708,Portlane Networks AB
42739,HAWE Telekom Sp. z o.o.
42841,ANTIK Telecom s.r.o.
42861,Foton Telecom
42893,NEWlink
42947,Telfy Telecom S.L.
42965,net services GmbH & Co. KG
43009,INFOBIP LIMITED
43140,TELEflash GmbH
43341,MDlink online service center GmbH
43350,NFOrce Entertainment B.V.
43407,INFOnline GmbH
43467,EWBCD GmbH
43509,Bank Verlag GmbH
43530,Irtelecom
43561,NET1 Ltd.
43566,tyntec GmbH
43623,ARD-Sternpunkt
43727,Kvant-Telecom CJSC
43996,Booking.com BV
44020,Modern Solutions  LTD
44030,OtradnoeNet Ltd
44053,UNILINK LLC
44066,diva-e Datacenters GmbH
44356,Epsilon Telecommunications Ltd.
44444,Forcepoint
44530,HOPUS
44592,SkyLink Data Center BV
44600,Gigatrans LLC
44654,Media Network Services AS
44814,Bulgartel EAD
44843,OBTEL Ltd.
44901,BelCloud Hosting Corporation
44927,LLC Telecom MPK
44943,Ramtel Ltd.
44973,Rechenzentrum Hassfurt GmbH
44974,RegioNet Schweinfurt GmbH
44981,Oosha Limited
45102,Alibaba Group
45204,Gemnet LLC
45352,IP Serverone Solutions Sdn. Bhd.
45474,Nexusguard Limited
45489,Sri Lanka Telecom
45758,TripleT Internet Internet service provider Bangkok / JasTel
45899,Vietnam Telecommunications International (VNPT-I)
46489,Twitch
46786,"IP Transit, Inc."
47138,PLANinterNET GmbH
47147,ANEXIA Internetdienstleistungs GmbH
47169,MVM NET
47195,Gameforge 4D GmbH
47215,filoo GmbH
47254,Ericsson Edge Gravity Inc.
47321,MOU IIF
47372,Bringe Informationstechnik GmbH
47447,23media
47531,GorPTUs
47605,FNE-Finland Oy
47622,Datatech UK Ltd
47626,LLC ArpNet
47692,Nessus GmbH
47869,Netrouting
47872,Sofia Connect EOOD
47895,"LTD ""Erline"""
47957,Ingenico France
48152,Digital Frankfurt GmbH
48166,DWDM.RU LLC
48173,The unbelievable Machine Company GmbH
48200,Opteamax GmbH
48314,IP-Projects GmbH & Co. KG
48347,JSC Mediasoft ekspert
48362,Stadtwerke Feldkirch
48484,IGN GmbH
48641,Syntegra Telecom LLC
48646,Stefan Dunkel
48719,INTELSVYAZ
48821,Mauve Mailorder Software GmbH & Co KG
48858,Milecom
48918,Datacenter One GmbH
48919,Uacity LLC
49009,Freifunk Rheinland e.V.
49024,FHE3 Datacenter GmbH
49121,"Infinity Telecom, s.r.o"
49183,Galichina Telekommunication Ltd.
49505,Selectel Ltd.
49544,i3D.net B.V.
49588,CDC-Skhid Ltd.
49605,Digital Telecommunication Services S.R.L.
49666,Telecom Infrastructure Company of the I.R.
49697,Joey Julian König
49724,JSC Vainah Telecom
49759,"SerDiTeleCom, LTD"
